MouseName,MouseId,HumanName,HumanId,RatName,RatId,FlyName,FlyId,FishName,FishId,YeastName,YeastId,homologId,COSMIC,CGC,Study,PubMedId,Effect,CISAddress,Rank,Cancer,Studies
Nf1,18015,NF1,4763,Nf1,24592,Nf1,43149,nf1b,564518,NA,NA,226,TRUE,TRUE,Chen 2017-01,28251929,N/A,11:79311896-79571930,A,Breast Cancer,23
Nf1,18015,NF1,4763,Nf1,24592,Nf1,43149,nf1b,564518,NA,NA,226,TRUE,TRUE,Friedel 2013-01,23940809,N/A,11:79339693-79581612,N/A,Mixed,23
Nf1,18015,NF1,4763,Nf1,24592,Nf1,43149,nf1b,564518,NA,NA,226,TRUE,TRUE,Giotopoulos 2016-01,26304963,N/A,11:79358583-79440884,D,Blood Cancer,23
Nf1,18015,NF1,4763,Nf1,24592,Nf1,43149,nf1b,564518,NA,NA,226,TRUE,TRUE,Guo 2016-01,26676752,N/A,11:79339693-79581612,D,Blood Cancer,23
Nf1,18015,NF1,4763,Nf1,24592,Nf1,43149,nf1b,564518,NA,NA,226,TRUE,TRUE,Kodama 2016-02,27247392,N/A,11:79339693-79581612,A,Liver Cancer,23
Nf1,18015,NF1,4763,Nf1,24592,Nf1,43149,nf1b,564518,NA,NA,226,TRUE,TRUE,Koso 2012-01,23045694,N/A,11:79339693-79581612,A,Nervous System Cancer,23
Nf1,18015,NF1,4763,Nf1,24592,Nf1,43149,nf1b,564518,NA,NA,226,TRUE,TRUE,Koso 2012-02,23045694,N/A,11:79339693-79581612,B,Nervous System Cancer,23
Nf1,18015,NF1,4763,Nf1,24592,Nf1,43149,nf1b,564518,NA,NA,226,TRUE,TRUE,Koudijis 2011-01,21852388,N/A,11:79383499-79431499,D,Blood Cancer,23
Nf1,18015,NF1,4763,Nf1,24592,Nf1,43149,nf1b,564518,NA,NA,226,TRUE,TRUE,Moriarity 2015-01,25961939,Loss,11:79339891-79581609,A,Sarcoma,23
Nf1,18015,NF1,4763,Nf1,24592,Nf1,43149,nf1b,564518,NA,NA,226,TRUE,TRUE,Moriarity 2015-02,25961939,Loss,11:79339693-79581612,A,Sarcoma,23
Nf1,18015,NF1,4763,Nf1,24592,Nf1,43149,nf1b,564518,NA,NA,226,TRUE,TRUE,Rad 2010-01,20947725,N/A,11:79443306-79531177,D,Blood Cancer,23
Nf1,18015,NF1,4763,Nf1,24592,Nf1,43149,nf1b,564518,NA,NA,226,TRUE,TRUE,Rahrmann 2013-01,23685747,N/A,11:79339693-79581612,A,Nervous System Cancer,23
Nf1,18015,NF1,4763,Nf1,24592,Nf1,43149,nf1b,564518,NA,NA,226,TRUE,TRUE,Rahrmann 2013-02,23685747,N/A,11:79339693-79581612,A,Nervous System Cancer,23
Nf1,18015,NF1,4763,Nf1,24592,Nf1,43149,nf1b,564518,NA,NA,226,TRUE,TRUE,Rahrmann 2013-03,23685747,Loss,11:79339693-79581612,A,Nervous System Cancer,23
Nf1,18015,NF1,4763,Nf1,24592,Nf1,43149,nf1b,564518,NA,NA,226,TRUE,TRUE,Rahrmann 2013-04,23685747,Loss,11:79339693-79581612,A,Nervous System Cancer,23
Nf1,18015,NF1,4763,Nf1,24592,Nf1,43149,nf1b,564518,NA,NA,226,TRUE,TRUE,Rangel 2016-01,27849608,N/A,11:79357684-79492365,A,Breast Cancer,23
Nf1,18015,NF1,4763,Nf1,24592,Nf1,43149,nf1b,564518,NA,NA,226,TRUE,TRUE,Suarez-Cabrera 2017-01,28108518,N/A,11:79339693-79581612,A,Breast Cancer,23
Nf1,18015,NF1,4763,Nf1,24592,Nf1,43149,nf1b,564518,NA,NA,226,TRUE,TRUE,Takeda 2016-01,27006499,Loss,11:79481355-79557410,A,Gastric Cancer,23
Nf1,18015,NF1,4763,Nf1,24592,Nf1,43149,nf1b,564518,NA,NA,226,TRUE,TRUE,Van der Weyden 2011-01,21628403,N/A,11:79460479-79460480,D,Blood Cancer,23
Nf1,18015,NF1,4763,Nf1,24592,Nf1,43149,nf1b,564518,NA,NA,226,TRUE,TRUE,Van der Weyden 2013-02,22370638,N/A,11:79370395-79399663,C,Blood Cancer,23
Nf1,18015,NF1,4763,Nf1,24592,Nf1,43149,nf1b,564518,NA,NA,226,TRUE,TRUE,Wong 2014-01,24316979,N/A,11:79491550-79491550,B,Blood Cancer,23
Npc1,18145,NPC1,4864,Npc1,266732,Npc1a,34358,npc1,553330,NCR1,856101,228,TRUE,FALSE,Bard-Chapeau 2014-01,24316982,N/A,18:12189693-12236386,C,Liver Cancer,2
Npc1,18145,NPC1,4864,Npc1,266732,Npc1a,34358,npc1,553330,NCR1,856101,228,TRUE,FALSE,Kodama 2016-01,27178121,N/A,18:12189693-12236400,C,Liver Cancer,2
Gpr143,18241,GPR143,4935,Gpr143,302619,NA,NA,gpr143,393795,NA,NA,230,TRUE,FALSE,March 2011-01,22057237,N/A,,N/A,Colorectal Cancer,1
Oat,18242,OAT,4942,Oat,64313,Oat,40145,oat,572518,CAR2,851158,231,TRUE,FALSE,March 2011-01,22057237,N/A,7:132557462-132572178,D,Colorectal Cancer,2
Oat,18242,OAT,4942,Oat,64313,Oat,40145,oat,572518,CAR2,851158,231,TRUE,FALSE,Morris 2016-01,27790711,N/A,7:132555117-132572117,D,Colorectal Cancer,2
Pah,18478,PAH,5053,Pah,24616,Hn,38871,pah,378962,NA,NA,234,TRUE,FALSE,Bard-Chapeau 2014-01,24316982,N/A,10:87521794-87584137,B,Liver Cancer,2
Pah,18478,PAH,5053,Pah,24616,Hn,38871,pah,378962,NA,NA,234,TRUE,FALSE,Kodama 2016-01,27178121,N/A,10:87521795-87584136,B,Liver Cancer,2
Pcca,110821,PCCA,5095,Pcca,687008,NA,NA,pcca,437019,NA,NA,236,TRUE,FALSE,Bard-Chapeau 2014-01,24316982,N/A,14:122613285-122613285,D,Liver Cancer,5
Pcca,110821,PCCA,5095,Pcca,687008,NA,NA,pcca,437019,NA,NA,236,TRUE,FALSE,Guo 2016-01,26676752,N/A,14:122534324-122891100,B,Blood Cancer,5
Pcca,110821,PCCA,5095,Pcca,687008,NA,NA,pcca,437019,NA,NA,236,TRUE,FALSE,March 2011-01,22057237,N/A,,N/A,Colorectal Cancer,5
Pcca,110821,PCCA,5095,Pcca,687008,NA,NA,pcca,437019,NA,NA,236,TRUE,FALSE,Morris 2016-01,27790711,N/A,14:122880678-122911678,D,Colorectal Cancer,5
Pcca,110821,PCCA,5095,Pcca,687008,NA,NA,pcca,437019,NA,NA,236,TRUE,FALSE,Takeda 2016-01,27006499,Loss,14:122869761-122908223,C,Gastric Cancer,5
Pde6b,18587,PDE6B,5158,Pde6b,289878,NA,NA,pde6b,559332,NA,NA,237,TRUE,FALSE,Guo 2016-01,26676752,N/A,5:108388391-108432397,B,Blood Cancer,1
Pepd,18624,PEPD,5184,Pepd,292808,Dip-C,47769,pepd,337498,NA,NA,239,TRUE,FALSE,Perez Mancera 2012-01,22699621,N/A,7:35008035-35008035,B,Pancreatic Cancer,2
Pepd,18624,PEPD,5184,Pepd,292808,Dip-C,47769,pepd,337498,NA,NA,239,TRUE,FALSE,Rad 2010-01,20947725,N/A,7:35049246-35161515,N/A,Blood Cancer,2
Pex7,18634,PEX7,5191,Pex7,308718,Pex7,38994,pex7,541405,NA,NA,242,TRUE,FALSE,Guo 2016-01,26676752,N/A,10:19859929-19907689,D,Blood Cancer,2
Pex7,18634,PEX7,5191,Pex7,308718,Pex7,38994,pex7,541405,NA,NA,242,TRUE,FALSE,Rangel 2016-01,27849608,N/A,10:19859929-19907689,D,Breast Cancer,2
Phka2,110094,PHKA2,5256,Phka2,678739,CG7766,31839,LOC556199,556199,NA,NA,246,TRUE,FALSE,Bard-Chapeau 2014-01,24316982,N/A,X:160514897-160514897,D,Liver Cancer,2
Phka2,110094,PHKA2,5256,Phka2,678739,CG7766,31839,LOC556199,556199,NA,NA,246,TRUE,FALSE,March 2011-01,22057237,N/A,,N/A,Colorectal Cancer,2
Phkb,102093,PHKB,5257,Phkb,361377,CG8475,34114,phkb,569706,NA,NA,247,TRUE,FALSE,Bard-Chapeau 2014-01,24316982,N/A,8:85972382-85972382,D,Liver Cancer,3
Phkb,102093,PHKB,5257,Phkb,361377,CG8475,34114,phkb,569706,NA,NA,247,TRUE,FALSE,Giotopoulos 2016-02,26304963,N/A,8:85814096-85884611,D,Blood Cancer,3
Phkb,102093,PHKB,5257,Phkb,361377,CG8475,34114,phkb,569706,NA,NA,247,TRUE,FALSE,Guo 2016-01,26676752,N/A,8:85840959-86061376,D,Blood Cancer,3
Pkd1,18763,PKD1,5310,Pkd1,24650,NA,NA,LOC100149562,100149562,NA,NA,250,TRUE,FALSE,Guo 2016-01,26676752,N/A,17:24549950-24596514,C,Blood Cancer,1
Pkp1,18772,PKP1,5317,Pkp1,304822,NA,NA,pkp1b,797838,NA,NA,253,TRUE,FALSE,Morris 2016-01,27790711,N/A,1:135809923-135918923,D,Colorectal Cancer,1
Pmm2,54128,PMM2,5373,Pmm2,302915,CG10688,39436,pmm2,368229,SEC53,850499,257,TRUE,FALSE,March 2011-01,22057237,N/A,,N/A,Colorectal Cancer,1
Pou1f1,18736,POU1F1,5449,Pou1f1,25517,NA,NA,pou1f1,405777,NA,NA,259,TRUE,FALSE,Guo 2016-01,26676752,N/A,16:65520511-65534297,D,Blood Cancer,1
Pros1,19128,PROS1,5627,Pros1,81750,NA,NA,pros1,768180,NA,NA,264,TRUE,FALSE,Guo 2016-01,26676752,N/A,16:62854307-62929346,D,Blood Cancer,1
Pten,19211,PTEN,5728,Pten,50557,Pten,43991,ptenb,368415,NA,NA,265,TRUE,TRUE,Bard-Chapeau 2014-01,24316982,N/A,19:32757576-32826160,A,Liver Cancer,42
Pten,19211,PTEN,5728,Pten,50557,Pten,43991,ptenb,368415,NA,NA,265,TRUE,TRUE,Been 2014-01,24827933,Loss,19:32781300-32831300,B,Blood Cancer,42
Pten,19211,PTEN,5728,Pten,50557,Pten,43991,ptenb,368415,NA,NA,265,TRUE,TRUE,Berquam Vrieze 2011-02,21828136,Loss,19:32770143-32808349,B,Blood Cancer,42
Pten,19211,PTEN,5728,Pten,50557,Pten,43991,ptenb,368415,NA,NA,265,TRUE,TRUE,Chen 2017-01,28251929,N/A,19:32766130-32819468,A,Breast Cancer,42
Pten,19211,PTEN,5728,Pten,50557,Pten,43991,ptenb,368415,NA,NA,265,TRUE,TRUE,Collier 2009-01,19843846,N/A,19:32545778-32819585,A,Blood Cancer,42
Pten,19211,PTEN,5728,Pten,50557,Pten,43991,ptenb,368415,NA,NA,265,TRUE,TRUE,Friedel 2013-01,23940809,N/A,19:32757497-32826160,N/A,Mixed,42
Pten,19211,PTEN,5728,Pten,50557,Pten,43991,ptenb,368415,NA,NA,265,TRUE,TRUE,Genovesi 2013-01,24167280,N/A,19:32757576-32826160,B,Nervous System Cancer,42
Pten,19211,PTEN,5728,Pten,50557,Pten,43991,ptenb,368415,NA,NA,265,TRUE,TRUE,Giotopoulos 2016-01,26304963,N/A,19:32767278-32807641,A,Blood Cancer,42
Pten,19211,PTEN,5728,Pten,50557,Pten,43991,ptenb,368415,NA,NA,265,TRUE,TRUE,Guo 2016-01,26676752,N/A,19:32757497-32826160,D,Blood Cancer,42
Pten,19211,PTEN,5728,Pten,50557,Pten,43991,ptenb,368415,NA,NA,265,TRUE,TRUE,Kodama 2016-01,27178121,N/A,19:32757497-32826160,A,Liver Cancer,42
Pten,19211,PTEN,5728,Pten,50557,Pten,43991,ptenb,368415,NA,NA,265,TRUE,TRUE,Koso 2012-01,23045694,N/A,19:32757497-32826160,D,Nervous System Cancer,42
Pten,19211,PTEN,5728,Pten,50557,Pten,43991,ptenb,368415,NA,NA,265,TRUE,TRUE,Koso 2012-02,23045694,N/A,19:32757497-32826160,B,Nervous System Cancer,42
Pten,19211,PTEN,5728,Pten,50557,Pten,43991,ptenb,368415,NA,NA,265,TRUE,TRUE,Koudijis 2011-01,21852388,N/A,19:32742511-32853511,A,Blood Cancer,42
Pten,19211,PTEN,5728,Pten,50557,Pten,43991,ptenb,368415,NA,NA,265,TRUE,TRUE,Lastowska 2013-01,24252690,Loss,19:32768903-32819065,C,Nervous System Cancer,42
Pten,19211,PTEN,5728,Pten,50557,Pten,43991,ptenb,368415,NA,NA,265,TRUE,TRUE,Mann 2012-01,22421440,Loss,19:32796679-32796679,A,Pancreatic Cancer,42
Pten,19211,PTEN,5728,Pten,50557,Pten,43991,ptenb,368415,NA,NA,265,TRUE,TRUE,March 2011-01,22057237,N/A,19:32703995-32835261,A,Colorectal Cancer,42
Pten,19211,PTEN,5728,Pten,50557,Pten,43991,ptenb,368415,NA,NA,265,TRUE,TRUE,Moriarity 2015-01,25961939,Loss,19:32757576-32826160,A,Sarcoma,42
Pten,19211,PTEN,5728,Pten,50557,Pten,43991,ptenb,368415,NA,NA,265,TRUE,TRUE,Moriarity 2015-02,25961939,Loss,19:32757497-32826160,A,Sarcoma,42
Pten,19211,PTEN,5728,Pten,50557,Pten,43991,ptenb,368415,NA,NA,265,TRUE,TRUE,Moriarity 2015-03,25961939,Loss,19:32757497-32826160,A,Sarcoma,42
Pten,19211,PTEN,5728,Pten,50557,Pten,43991,ptenb,368415,NA,NA,265,TRUE,TRUE,Morris 2016-01,27790711,N/A,19:32764110-32810110,A,Colorectal Cancer,42
Pten,19211,PTEN,5728,Pten,50557,Pten,43991,ptenb,368415,NA,NA,265,TRUE,TRUE,Perez Mancera 2012-01,22699621,N/A,19:32798112-32798112,A,Pancreatic Cancer,42
Pten,19211,PTEN,5728,Pten,50557,Pten,43991,ptenb,368415,NA,NA,265,TRUE,TRUE,Perez Mancera 2012-02,22699621,N/A,19:32804883-32804883,A,Pancreatic Cancer,42
Pten,19211,PTEN,5728,Pten,50557,Pten,43991,ptenb,368415,NA,NA,265,TRUE,TRUE,Perna 2015-01,25624498,N/A,19:32796128-32796128,A,Skin Cancer,42
Pten,19211,PTEN,5728,Pten,50557,Pten,43991,ptenb,368415,NA,NA,265,TRUE,TRUE,Quintana 2012-01,22832494,N/A,19:32757497-32826160,D,Skin Cancer,42
Pten,19211,PTEN,5728,Pten,50557,Pten,43991,ptenb,368415,NA,NA,265,TRUE,TRUE,Rad 2010-01,20947725,N/A,19:32728171-32850024,A,Blood Cancer,42
Pten,19211,PTEN,5728,Pten,50557,Pten,43991,ptenb,368415,NA,NA,265,TRUE,TRUE,Rahrmann 2013-01,23685747,N/A,19:32757497-32826160,B,Nervous System Cancer,42
Pten,19211,PTEN,5728,Pten,50557,Pten,43991,ptenb,368415,NA,NA,265,TRUE,TRUE,Rahrmann 2013-02,23685747,N/A,19:32757497-32826160,B,Nervous System Cancer,42
Pten,19211,PTEN,5728,Pten,50557,Pten,43991,ptenb,368415,NA,NA,265,TRUE,TRUE,Rahrmann 2013-03,23685747,Loss,19:32757497-32826160,A,Nervous System Cancer,42
Pten,19211,PTEN,5728,Pten,50557,Pten,43991,ptenb,368415,NA,NA,265,TRUE,TRUE,Rahrmann 2013-04,23685747,Loss,19:32757497-32826160,A,Nervous System Cancer,42
Pten,19211,PTEN,5728,Pten,50557,Pten,43991,ptenb,368415,NA,NA,265,TRUE,TRUE,Rangel 2016-01,27849608,N/A,19:32764039-32844122,A,Breast Cancer,42
Pten,19211,PTEN,5728,Pten,50557,Pten,43991,ptenb,368415,NA,NA,265,TRUE,TRUE,Starr 2009-01,19251594,N/A,19:32761053-32807670,D,Colorectal Cancer,42
Pten,19211,PTEN,5728,Pten,50557,Pten,43991,ptenb,368415,NA,NA,265,TRUE,TRUE,Suarez-Cabrera 2017-01,28108518,N/A,19:32757497-32826160,B,Breast Cancer,42
Pten,19211,PTEN,5728,Pten,50557,Pten,43991,ptenb,368415,NA,NA,265,TRUE,TRUE,Takeda 2015-01,25559195,N/A,19:32786779-32813811,C,Colorectal Cancer,42
Pten,19211,PTEN,5728,Pten,50557,Pten,43991,ptenb,368415,NA,NA,265,TRUE,TRUE,Takeda 2015-02,25559195,N/A,19:32766450-32817682,A,Colorectal Cancer,42
Pten,19211,PTEN,5728,Pten,50557,Pten,43991,ptenb,368415,NA,NA,265,TRUE,TRUE,Takeda 2015-03,25559195,N/A,19:32773413-32827449,A,Colorectal Cancer,42
Pten,19211,PTEN,5728,Pten,50557,Pten,43991,ptenb,368415,NA,NA,265,TRUE,TRUE,Takeda 2016-01,27006499,Loss,19:32764840-32828817,A,Gastric Cancer,42
Pten,19211,PTEN,5728,Pten,50557,Pten,43991,ptenb,368415,NA,NA,265,TRUE,TRUE,Van der Weyden 2012-01,22553910,N/A,19:32757497-32826160,N/A,Blood Cancer,42
Pten,19211,PTEN,5728,Pten,50557,Pten,43991,ptenb,368415,NA,NA,265,TRUE,TRUE,Van der Weyden 2012-02,22553910,N/A,19:32757497-32826160,N/A,Blood Cancer,42
Pten,19211,PTEN,5728,Pten,50557,Pten,43991,ptenb,368415,NA,NA,265,TRUE,TRUE,Van der Weyden 2013-01,22370638,N/A,19:32758460-32813348,C,Blood Cancer,42
Pten,19211,PTEN,5728,Pten,50557,Pten,43991,ptenb,368415,NA,NA,265,TRUE,TRUE,Van der Weyden 2013-02,22370638,N/A,19:32748860-32829971,A,Blood Cancer,42
Pten,19211,PTEN,5728,Pten,50557,Pten,43991,ptenb,368415,NA,NA,265,TRUE,TRUE,Wong 2014-01,24316979,N/A,19:32800978-32800978,A,Blood Cancer,42
Pten,19211,PTEN,5728,Pten,50557,Pten,43991,ptenb,368415,NA,NA,265,TRUE,TRUE,Wu 2012-02,22343890,N/A,19:32757497-32826160,N/A,Nervous System Cancer,42
Pth1r,19228,PTH1R,5745,Pth1r,56813,NA,NA,pth1ra,30629,NA,NA,267,TRUE,FALSE,March 2011-01,22057237,N/A,,N/A,Colorectal Cancer,1
Pex2,19302,PEX2,5828,Pex2,29534,Pex2,38941,pex2,556228,NA,NA,269,TRUE,FALSE,Bard-Chapeau 2014-01,24316982,N/A,3:5560187-5576239,D,Liver Cancer,2
Pex2,19302,PEX2,5828,Pex2,29534,Pex2,38941,pex2,556228,NA,NA,269,TRUE,FALSE,Kodama 2016-01,27178121,N/A,3:5560499-5576239,D,Liver Cancer,2
Pex5,19305,PEX5,5830,Pex5,312703,Pex5,31141,pex5,394131,NA,NA,270,TRUE,FALSE,Guo 2016-01,26676752,N/A,6:124396817-124415067,D,Blood Cancer,2
Pex5,19305,PEX5,5830,Pex5,312703,Pex5,31141,pex5,394131,NA,NA,270,TRUE,FALSE,Takeda 2016-01,27006499,N/A,6:124396817-124415067,D,Gastric Cancer,2
Rb1,19645,RB1,5925,Rb1,24708,NA,NA,rb1,777733,NA,NA,272,TRUE,TRUE,Bard-Chapeau 2014-01,24316982,N/A,14:73242641-73242641,D,Liver Cancer,6
Rb1,19645,RB1,5925,Rb1,24708,NA,NA,rb1,777733,NA,NA,272,TRUE,TRUE,Guo 2016-01,26676752,N/A,14:73183673-73325822,A,Blood Cancer,6
Rb1,19645,RB1,5925,Rb1,24708,NA,NA,rb1,777733,NA,NA,272,TRUE,TRUE,March 2011-01,22057237,N/A,14:73226171-73302333,D,Colorectal Cancer,6
Rb1,19645,RB1,5925,Rb1,24708,NA,NA,rb1,777733,NA,NA,272,TRUE,TRUE,Moriarity 2015-01,25961939,Loss,14:73195501-73325791,C,Sarcoma,6
Rb1,19645,RB1,5925,Rb1,24708,NA,NA,rb1,777733,NA,NA,272,TRUE,TRUE,Moriarity 2015-02,25961939,Loss,14:73183673-73325822,B,Sarcoma,6
Rb1,19645,RB1,5925,Rb1,24708,NA,NA,rb1,777733,NA,NA,272,TRUE,TRUE,Perez Mancera 2012-01,22699621,N/A,14:73324613-73324613,A,Pancreatic Cancer,6
Atxn1,20238,ATXN1,6310,Atxn1,25049,NA,NA,atxn1a,557340,NA,NA,281,TRUE,FALSE,Bard-Chapeau 2014-01,24316982,N/A,13:45554892-45964976,D,Liver Cancer,7
Atxn1,20238,ATXN1,6310,Atxn1,25049,NA,NA,atxn1a,557340,NA,NA,281,TRUE,FALSE,Berquam Vrieze 2011-02,21828136,N/A,13:45777231-45874182,C,Blood Cancer,7
Atxn1,20238,ATXN1,6310,Atxn1,25049,NA,NA,atxn1a,557340,NA,NA,281,TRUE,FALSE,Guo 2016-01,26676752,N/A,13:45549758-45964991,A,Blood Cancer,7
Atxn1,20238,ATXN1,6310,Atxn1,25049,NA,NA,atxn1a,557340,NA,NA,281,TRUE,FALSE,Koso 2012-01,23045694,N/A,13:45554893-45964976,C,Nervous System Cancer,7
Atxn1,20238,ATXN1,6310,Atxn1,25049,NA,NA,atxn1a,557340,NA,NA,281,TRUE,FALSE,Perez Mancera 2012-01,22699621,N/A,13:45863215-45863215,B,Pancreatic Cancer,7
Atxn1,20238,ATXN1,6310,Atxn1,25049,NA,NA,atxn1a,557340,NA,NA,281,TRUE,FALSE,Rangel 2016-01,27849608,N/A,13:45283290-46141985,A,Breast Cancer,7
Atxn1,20238,ATXN1,6310,Atxn1,25049,NA,NA,atxn1a,557340,NA,NA,281,TRUE,FALSE,Takeda 2016-01,27006499,Loss,13:45885743-45895961,D,Gastric Cancer,7
Scn4a,110880,SCN4A,6329,Scn4a,25722,NA,NA,scn4aa,572442,NA,NA,283,TRUE,FALSE,Guo 2016-01,26676752,N/A,11:106318592-106353288,C,Blood Cancer,2
Scn4a,110880,SCN4A,6329,Scn4a,25722,NA,NA,scn4aa,572442,NA,NA,283,TRUE,FALSE,March 2011-01,22057237,N/A,,N/A,Colorectal Cancer,2
Sgcd,24052,SGCD,6444,Sgcd,497892,Scgdelta,31129,sgcd,324961,NA,NA,285,TRUE,FALSE,Rahrmann 2013-01,23685747,N/A,11:46896253-47988969,B,Nervous System Cancer,2
Sgcd,24052,SGCD,6444,Sgcd,497892,Scgdelta,31129,sgcd,324961,NA,NA,285,TRUE,FALSE,Rahrmann 2013-02,23685747,N/A,11:46896253-47988969,A,Nervous System Cancer,2
Sox9,20682,SOX9,6662,Sox9,140586,NA,NA,sox9a,60641,NA,NA,294,TRUE,FALSE,March 2011-01,22057237,N/A,,N/A,Colorectal Cancer,1
Sptb,20741,SPTB,6710,Sptb,314251,NA,NA,NA,NA,NA,NA,295,TRUE,FALSE,March 2011-01,22057237,N/A,12:76625426-76722043,A,Colorectal Cancer,2
Sptb,20741,SPTB,6710,Sptb,314251,NA,NA,NA,NA,NA,NA,295,TRUE,FALSE,Morris 2016-01,27790711,N/A,12:76529113-76586113,D,Colorectal Cancer,2
Star,20845,STAR,6770,Star,25557,NA,NA,star,63999,NA,NA,297,TRUE,FALSE,Guo 2016-01,26676752,N/A,8:25806555-25815982,D,Blood Cancer,1
Th,21823,TH,7054,Th,25085,ple,38746,th,30384,NA,NA,307,TRUE,FALSE,March 2011-01,22057237,N/A,,N/A,Colorectal Cancer,2
Th,21823,TH,7054,Th,25085,ple,38746,th,30384,NA,NA,307,TRUE,FALSE,Van der Weyden 2013-01,22370638,N/A,,N/A,Blood Cancer,2
Tsc1,64930,TSC1,7248,Tsc1,60445,NA,NA,tsc1a,337167,NA,NA,314,TRUE,TRUE,Berquam Vrieze 2011-02,21828136,N/A,2:28625561-28727207,D,Blood Cancer,1
Ttr,22139,TTR,7276,Ttr,24856,NA,NA,ttr,449556,NA,NA,317,TRUE,FALSE,Kodama 2016-01,27178121,N/A,18:20665250-20674324,D,Liver Cancer,2
Ttr,22139,TTR,7276,Ttr,24856,NA,NA,ttr,449556,NA,NA,317,TRUE,FALSE,March 2011-01,22057237,N/A,,N/A,Colorectal Cancer,2
Urod,22275,UROD,7389,Urod,29421,Updo,35986,urod,30617,HEM12,851617,320,TRUE,FALSE,Guo 2016-01,26676752,N/A,4:116989965-116994413,D,Blood Cancer,1
Xdh,22436,XDH,7498,Xdh,497811,ry,41605,xdh,560486,NA,NA,324,TRUE,FALSE,Bard-Chapeau 2014-01,24316982,N/A,17:73883907-73950182,C,Liver Cancer,2
Xdh,22436,XDH,7498,Xdh,497811,ry,41605,xdh,560486,NA,NA,324,TRUE,FALSE,Kodama 2016-01,27178121,N/A,17:73883908-73950182,D,Liver Cancer,2
Apob,238055,APOB,338,Apob,54225,NA,NA,apoba,566465,NA,NA,328,TRUE,FALSE,Bard-Chapeau 2014-01,24316982,N/A,12:7977676-8016839,B,Liver Cancer,2
Apob,238055,APOB,338,Apob,54225,NA,NA,apoba,566465,NA,NA,328,TRUE,FALSE,Kodama 2016-01,27178121,N/A,12:7977648-8016835,B,Liver Cancer,2
Blmh,104184,BLMH,642,Blmh,287552,CG1440,31776,blmh,336541,LAP3,855482,330,TRUE,FALSE,Guo 2016-01,26676752,N/A,11:76924809-76987379,D,Blood Cancer,1
Slc25a20,57279,SLC25A20,788,Slc25a20,117035,colt,33470,slc25a20,393833,CRC1,854267,331,TRUE,FALSE,Bard-Chapeau 2014-01,24316982,N/A,9:108662097-108684641,D,Liver Cancer,2
Slc25a20,57279,SLC25A20,788,Slc25a20,117035,colt,33470,slc25a20,393833,CRC1,854267,331,TRUE,FALSE,March 2011-01,22057237,N/A,,N/A,Colorectal Cancer,2
Chm,12662,CHM,1121,Chm,24942,Rep,37246,NA,NA,NA,NA,334,TRUE,FALSE,Bard-Chapeau 2014-01,24316982,N/A,X:113164275-113164275,D,Liver Cancer,1
Ext2,14043,EXT2,2132,Ext2,311215,Ext2,3772101,ext2,493780,NA,NA,345,TRUE,TRUE,Guo 2016-01,26676752,N/A,2:93661028-93822568,D,Blood Cancer,1
Gale,74246,GALE,2582,Gale,114860,Gale,38076,gale,678540,NA,NA,347,TRUE,FALSE,March 2011-01,22057237,N/A,,N/A,Colorectal Cancer,3
Gale,74246,GALE,2582,Gale,114860,Gale,38076,gale,678540,NA,NA,347,TRUE,FALSE,Rad 2010-01,20947725,N/A,4:135877048-135944317,N/A,Blood Cancer,3
Gale,74246,GALE,2582,Gale,114860,Gale,38076,gale,678540,NA,NA,347,TRUE,FALSE,Takeda 2016-01,27006499,N/A,4:135963727-135968178,D,Gastric Cancer,3
Gm2a,14667,GM2A,2760,Gm2a,282838,NA,NA,gm2a,550529,NA,NA,349,TRUE,FALSE,Guo 2016-01,26676752,N/A,11:55098115-55113029,C,Blood Cancer,1
Gpd2,14571,GPD2,2820,Gpd2,25062,Gpo-1,47611,gpd2,751628,NA,NA,352,TRUE,FALSE,Guo 2016-01,26676752,N/A,2:57237635-57370719,D,Blood Cancer,1
Hsd17b4,15488,HSD17B4,3295,Hsd17b4,79244,Mfe2,32582,hsd17b4,393105,FOX2,853878,358,TRUE,FALSE,Bard-Chapeau 2014-01,24316982,N/A,18:50128338-50196266,B,Liver Cancer,2
Hsd17b4,15488,HSD17B4,3295,Hsd17b4,79244,Mfe2,32582,hsd17b4,393105,FOX2,853878,358,TRUE,FALSE,Kodama 2016-01,27178121,N/A,18:50128201-50196269,A,Liver Cancer,2
Il2ra,16184,IL2RA,3559,Il2ra,25704,NA,NA,NA,NA,NA,NA,360,TRUE,FALSE,Guo 2016-01,26676752,N/A,2:11642807-11693193,D,Blood Cancer,1
Ltbp2,16997,LTBP2,4053,Ltbp2,59106,NA,NA,NA,NA,NA,NA,369,TRUE,FALSE,Guo 2016-01,26676752,N/A,12:84783212-84876532,B,Blood Cancer,1
Pafah1b1,18472,PAFAH1B1,5048,Pafah1b1,83572,NA,NA,pafah1b1a,394246,NA,NA,371,TRUE,FALSE,Bard-Chapeau 2014-01,24316982,N/A,11:74673949-74724384,A,Liver Cancer,15
Pafah1b1,18472,PAFAH1B1,5048,Pafah1b1,83572,NA,NA,pafah1b1a,394246,NA,NA,371,TRUE,FALSE,Guo 2016-01,26676752,N/A,11:74673949-74724670,A,Blood Cancer,15
